Index,Folder,Filename,Image Size,BBox,BBox_Face,Categorical_Labels,Continuous_Labels,Gender,Age
2301,framesdb/images,frame_cx4rres1w1259r1h.jpg,"[1300, 989]","[528, 70, 1096, 722]","[289, 102, 422, 256]","['Confidence', 'Engagement', 'Happiness']","[5, 2, 9]",Female,Adult
2302,framesdb/images,frame_8xf4bsn6e198v9ka.jpg,"[600, 399]","[25, 139, 257, 309]","[134, 6, 167, 44]","['Anticipation', 'Engagement', 'Esteem', 'Excitement', 'Happiness', 'Pleasure']","[9, 4, 3]",Male,Adult
2303,emodb_small/images,b0oixw04w2pje644fa.jpg,"[199, 300]","[1, 0, 199, 196]","[88, 7, 199, 165]","['Pain', 'Sympathy']","[3, 5, 4]",Female,Kid
2304,mscoco/images,COCO_train2014_000000036098.jpg,"[640, 448]","[165, 79, 510, 443]","[108, 54, 196, 166]",['Confidence'],"[6, 9, 9]",Male,Adult
2305,mscoco/images,COCO_train2014_000000579950.jpg,"[640, 428]","[220, 47, 398, 422]","[63, 31, 111, 88]","['Excitement', 'Happiness']","[8, 4, 7]",Male,Kid
2306,mscoco/images,COCO_train2014_000000267548.jpg,"[640, 360]","[180, 33, 395, 269]","[49, 6, 95, 66]","['Confidence', 'Excitement', 'Happiness', 'Pleasure']","[8, 8, 8]",Male,Adult
2307,mscoco/images,COCO_train2014_000000267548.jpg,"[640, 360]","[363, 10, 622, 359]","[118, 22, 166, 80]","['Happiness', 'Peace']","[9, 8, 8]",Male,Adult
2308,framesdb/images,frame_gdn1o86wtlbg174x.jpg,"[1280, 720]","[412, 63, 881, 692]","[161, 51, 304, 259]",['Happiness'],"[5, 6, 6]",Female,Teenager
2309,mscoco/images,COCO_val2014_000000158412.jpg,"[640, 427]","[11, 49, 408, 425]","[88, 49, 161, 153]","['Confidence', 'Surprise']","[5, 4, 8]",Male,Adult
2310,mscoco/images,COCO_train2014_000000173812.jpg,"[640, 508]","[236, 74, 404, 465]","[23, 36, 70, 91]",['Confidence'],"[6, 8, 7]",Female,Adult
2311,mscoco/images,COCO_train2014_000000173812.jpg,"[640, 508]","[121, 105, 280, 450]","[53, 25, 94, 75]","['Confidence', 'Happiness', 'Pleasure']","[8, 4, 6]",Female,Adult
2312,mscoco/images,COCO_train2014_000000009556.jpg,"[640, 425]","[374, 26, 499, 249]","[61, 48, 107, 111]",['Engagement'],"[7, 7, 9]",Female,Adult
2313,mscoco/images,COCO_train2014_000000114917.jpg,"[612, 612]","[277, 7, 548, 541]","[50, 47, 136, 162]","['Confidence', 'Esteem', 'Excitement']","[7, 3, 8]",Female,Adult
2314,mscoco/images,COCO_train2014_000000421840.jpg,"[545, 640]","[237, 56, 524, 444]","[98, 40, 168, 132]","['Affection', 'Pleasure']","[7, 4, 7]",Male,Adult
2315,mscoco/images,COCO_train2014_000000185591.jpg,"[640, 480]","[481, 99, 623, 275]","[29, 16, 64, 60]",['Anticipation'],"[7, 4, 9]",Male,Adult
2316,framesdb/images,frame_fvhenet2uz1vxr59.jpg,"[900, 675]","[304, 26, 899, 674]","[117, 352, 172, 423]",['Engagement'],"[6, 6, 8]",Male,Adult
2317,framesdb/images,frame_fvhenet2uz1vxr59.jpg,"[900, 675]","[308, 332, 585, 656]","[112, 45, 168, 119]",['Engagement'],"[5, 2, 9]",Male,Adult
2318,framesdb/images,frame_d4o64ld2jxmu0nsk.jpg,"[960, 540]","[188, 58, 336, 467]","[74, 27, 109, 82]","['Anger', 'Engagement', 'Happiness']","[5, 4, 2]",Female,Kid
2319,framesdb/images,frame_j5ba6l0fguoh959l.jpg,"[640, 960]","[238, 153, 525, 950]","[101, 82, 164, 168]","['Confidence', 'Happiness']","[6, 3, 4]",Female,Adult
2320,mscoco/images,COCO_val2014_000000581422.jpg,"[640, 498]","[213, 92, 381, 490]","[52, 30, 97, 92]","['Affection', 'Happiness', 'Sympathy']","[7, 5, 5]",Male,Teenager
2321,mscoco/images,COCO_val2014_000000216449.jpg,"[640, 480]","[143, 88, 392, 366]","[109, 21, 177, 119]","['Anticipation', 'Embarrassment', 'Pleasure']","[7, 6, 7]",Female,Adult
2322,mscoco/images,COCO_val2014_000000269736.jpg,"[640, 427]","[173, 79, 308, 344]","[65, 75, 109, 113]","['Engagement', 'Excitement', 'Happiness']","[7, 6, 7]",Female,Teenager
2323,mscoco/images,COCO_val2014_000000269736.jpg,"[640, 427]","[358, 58, 522, 333]","[27, 31, 82, 97]",['Happiness'],"[9, 9, 9]",Male,Adult
2324,framesdb/images,frame_fricwrkuu46zpnoy.jpg,"[1300, 957]","[435, 98, 890, 868]","[211, 84, 329, 233]","['Affection', 'Happiness']","[7, 5, 6]",Female,Adult
2325,mscoco/images,COCO_val2014_000000093068.jpg,"[480, 640]","[53, 119, 184, 334]","[33, 17, 67, 65]",['Engagement'],"[4, 7, 6]",Male,Adult
2326,emodb_small/images,0yhtqcird7ohc0wn5s.jpg,"[390, 520]","[234, 38, 390, 390]","[44, 57, 143, 169]","['Engagement', 'Happiness', 'Pleasure']","[8, 4, 6]",Male,Adult
2327,mscoco/images,COCO_train2014_000000233218.jpg,"[640, 427]","[227, 67, 402, 347]","[41, 34, 77, 73]","['Confidence', 'Engagement', 'Excitement']","[6, 8, 7]",Male,Adult
2328,mscoco/images,COCO_val2014_000000034993.jpg,"[640, 427]","[177, 90, 529, 371]","[241, 17, 282, 88]","['Confidence', 'Engagement', 'Sensitivity']","[4, 5, 8]",Male,Adult
2329,mscoco/images,COCO_val2014_000000197219.jpg,"[640, 411]","[27, 66, 323, 409]","[201, 76, 275, 171]","['Happiness', 'Pleasure', 'Sympathy']","[5, 4, 7]",Male,Teenager
2330,emodb_small/images,fw2kgcy7ce4buvo7d3.jpg,"[764, 1017]","[3, 145, 764, 763]","[341, 138, 627, 535]","['Anger', 'Disquietment', 'Pain', 'Sensitivity', 'Suffering']","[3, 4, 1]",Female,Adult
2331,framesdb/images,frame_bwqemam4daaor70p.jpg,"[415, 494]","[23, 108, 304, 478]","[141, 55, 220, 161]","['Confidence', 'Engagement', 'Esteem', 'Excitement']","[5, 2, 9]",Male,Adult
2332,mscoco/images,COCO_train2014_000000470621.jpg,"[640, 427]","[370, 101, 485, 391]","[24, 21, 57, 61]",['Engagement'],"[4, 3, 3]",Female,Kid
2333,mscoco/images,COCO_val2014_000000138220.jpg,"[640, 427]","[97, 33, 605, 424]","[156, 41, 210, 124]","['Anticipation', 'Engagement', 'Pleasure']","[6, 9, 10]",Male,Adult
2334,mscoco/images,COCO_train2014_000000325595.jpg,"[640, 631]","[90, 60, 252, 518]","[65, 31, 103, 77]",['Engagement'],"[8, 7, 7]",Male,Adult
2335,mscoco/images,COCO_train2014_000000380859.jpg,"[640, 423]","[89, 185, 262, 414]","[30, 19, 60, 56]",['Yearning'],"[6, 3, 7]",Female,Adult
2336,mscoco/images,COCO_val2014_000000086317.jpg,"[640, 427]","[121, 91, 253, 421]","[55, 8, 84, 49]","['Anticipation', 'Engagement', 'Excitement', 'Pleasure']","[6, 6, 9]",Female,Adult
2337,mscoco/images,COCO_train2014_000000366009.jpg,"[640, 483]","[378, 153, 590, 386]","[144, 14, 175, 48]",['Confidence'],"[5, 2, 6]",Male,Adult
2338,mscoco/images,COCO_train2014_000000366009.jpg,"[640, 483]","[104, 125, 296, 342]","[114, 17, 139, 49]","['Excitement', 'Happiness']","[7, 4, 8]",Male,Adult
2339,mscoco/images,COCO_val2014_000000119476.jpg,"[640, 425]","[92, 63, 363, 419]","[84, 15, 147, 105]","['Anticipation', 'Engagement', 'Excitement']","[7, 7, 10]",Male,Adult
2340,framesdb/images,frame_0nyrxy82r3lfxbai.jpg,"[1300, 956]","[999, 372, 1190, 531]","[94, 37, 130, 75]","['Anticipation', 'Engagement']","[7, 7, 7]",Male,Adult
2341,framesdb/images,frame_0nyrxy82r3lfxbai.jpg,"[1300, 956]","[1174, 454, 1289, 586]","[46, 18, 81, 74]",['Happiness'],"[6, 7, 7]",Female,Adult
2342,framesdb/images,frame_9s9fagf1bsbs92sx.jpg,"[737, 553]","[332, 1, 563, 360]","[50, 54, 154, 180]","['Engagement', 'Pleasure']","[7, 7, 6]",Male,Kid
2343,mscoco/images,COCO_val2014_000000134460.jpg,"[640, 427]","[194, 42, 512, 421]","[59, 99, 171, 222]",['Happiness'],"[8, 4, 7]",Female,Kid
2344,mscoco/images,COCO_train2014_000000410966.jpg,"[640, 480]","[132, 23, 266, 472]","[36, 14, 72, 68]",['Engagement'],"[5, 4, 5]",Male,Adult
2345,framesdb/images,frame_k2m6bwp3k1w9fj51.jpg,"[620, 349]","[24, 9, 312, 348]","[168, 36, 243, 142]",['Engagement'],"[8, 9, 8]",Female,Adult
2346,framesdb/images,frame_l64wl8vyo60wkowq.jpg,"[634, 699]","[383, 96, 570, 427]","[125, 135, 171, 195]","['Sadness', 'Suffering']","[3, 4, 4]",Male,Adult
2347,mscoco/images,COCO_train2014_000000467654.jpg,"[640, 432]","[132, 132, 364, 415]","[78, 10, 140, 90]","['Happiness', 'Pleasure']","[7, 8, 10]",Male,Adult
2348,framesdb/images,frame_cjnisc06cezjt4ek.jpg,"[306, 306]","[162, 97, 301, 290]","[27, 9, 75, 78]","['Engagement', 'Esteem', 'Happiness']","[5, 2, 9]",Female,Adult
2349,framesdb/images,frame_cjnisc06cezjt4ek.jpg,"[306, 306]","[69, 92, 182, 299]","[34, 19, 80, 82]","['Engagement', 'Happiness']","[5, 2, 9]",Male,Adult
2350,framesdb/images,frame_5qwn3x6pwhfett0g.jpg,"[598, 390]","[239, 10, 325, 117]","[28, 13, 51, 41]",['Disconnection'],"[5, 6, 4]",Male,Teenager
2351,framesdb/images,frame_5qwn3x6pwhfett0g.jpg,"[598, 390]","[411, 128, 550, 389]","[22, 26, 65, 83]",['Engagement'],"[7, 5, 7]",Male,Kid
2352,mscoco/images,COCO_train2014_000000287167.jpg,"[494, 289]","[8, 14, 182, 213]","[32, 10, 65, 54]","['Anticipation', 'Engagement']","[6, 6, 6]",Male,Adult
2353,framesdb/images,frame_bthh4xwqqs1orb33.jpg,"[1000, 700]","[47, 6, 327, 623]","[146, 11, 226, 118]","['Anticipation', 'Engagement', 'Happiness']","[5, 4, 4]",Male,Adult
2354,framesdb/images,frame_bthh4xwqqs1orb33.jpg,"[1000, 700]","[446, 68, 592, 199]","[44, 22, 120, 122]","['Anticipation', 'Engagement', 'Happiness']","[6, 6, 7]",Female,Adult
2355,emodb_small/images,axtfbp5ycb85otidya.jpg,"[500, 960]","[119, 2, 500, 501]","[69, 18, 223, 218]","['Disapproval', 'Engagement', 'Surprise']","[4, 3, 5]",Female,Adult
2356,mscoco/images,COCO_val2014_000000031983.jpg,"[500, 375]","[116, 11, 402, 370]","[80, 96, 165, 201]","['Anticipation', 'Engagement']","[6, 4, 9]",Female,Teenager
2357,mscoco/images,COCO_train2014_000000349268.jpg,"[640, 480]","[497, 69, 595, 368]","[33, 15, 58, 45]",['Engagement'],"[6, 5, 6]",Female,Adult
2358,mscoco/images,COCO_train2014_000000349268.jpg,"[640, 480]","[324, 72, 451, 375]","[58, 18, 86, 49]",['Pleasure'],"[7, 7, 8]",Male,Adult
2359,framesdb/images,frame_21bvnrks8zsasrza.jpg,"[1628, 1037]","[369, 432, 445, 699]","[38, 11, 59, 38]",['Engagement'],"[6, 5, 4]",Female,Adult
2360,mscoco/images,COCO_train2014_000000270956.jpg,"[640, 480]","[60, 24, 472, 472]","[114, 55, 179, 137]",['Sympathy'],"[7, 5, 6]",Male,Adult
2361,framesdb/images,frame_0ldz88bmoxvgqove.jpg,"[2400, 2165]","[197, 183, 2125, 2093]","[1208, 542, 1613, 1056]",['Embarrassment'],"[5, 7, 7]",Female,Adult
2362,framesdb/images,frame_l6modb9jnif0xn55.jpg,"[570, 378]","[257, 14, 415, 366]","[67, 8, 108, 61]","['Aversion', 'Disapproval']","[5, 8, 8]",Male,Adult
2363,emodb_small/images,cdyv0pywmdv4itgeis.jpg,"[360, 360]","[41, 1, 318, 359]","[91, 77, 196, 210]","['Disquietment', 'Doubt/Confusion', 'Fatigue', 'Fear', 'Suffering']","[4, 6, 4]",Female,Kid
2364,mscoco/images,COCO_train2014_000000383733.jpg,"[500, 500]","[93, 83, 395, 415]","[73, 0, 224, 178]","['Excitement', 'Happiness']","[6, 4, 7]",Female,Kid
2365,framesdb/images,frame_hpo7hj7ha2sjhdhz.jpg,"[2326, 1875]","[1408, 33, 2193, 1616]","[371, 46, 478, 221]","['Confidence', 'Engagement', 'Excitement', 'Happiness']","[6, 7, 6]",Female,Adult
2366,framesdb/images,frame_hpo7hj7ha2sjhdhz.jpg,"[2326, 1875]","[186, 251, 927, 1763]","[385, 174, 520, 309]",['Engagement'],"[8, 4, 5]",Female,Adult
2367,framesdb/images,frame_hpo7hj7ha2sjhdhz.jpg,"[2326, 1875]","[1007, 207, 1379, 1260]","[151, 10, 248, 143]",['Engagement'],"[8, 5, 7]",Female,Adult
2368,framesdb/images,frame_hpo7hj7ha2sjhdhz.jpg,"[2326, 1875]","[644, 194, 1084, 1386]","[186, 29, 311, 212]",['Engagement'],"[8, 4, 4]",Female,Adult
2369,mscoco/images,COCO_val2014_000000555131.jpg,"[640, 480]","[506, 108, 613, 379]","[29, 18, 57, 53]","['Anticipation', 'Confidence', 'Engagement', 'Excitement']","[6, 3, 9]",Male,Adult
2370,emodb_small/images,77s7vrrfhazmibhvxg.jpg,"[220, 380]","[81, 17, 220, 219]","[52, 51, 133, 137]",['Pain'],"[3, 4, 7]",Female,Teenager
2371,mscoco/images,COCO_train2014_000000010579.jpg,"[640, 640]","[66, 15, 505, 576]","[187, 54, 337, 269]","['Excitement', 'Happiness', 'Sympathy']","[8, 5, 7]",Male,Adult
2372,mscoco/images,COCO_val2014_000000209917.jpg,"[640, 429]","[255, 39, 367, 403]","[48, 15, 76, 51]",['Anticipation'],"[7, 8, 7]",Female,Adult
2373,framesdb/images,frame_9ta1irr6he5sha8a.jpg,"[450, 300]","[1, 98, 80, 249]","[12, 17, 42, 53]","['Engagement', 'Pleasure']","[5, 5, 5]",Female,Adult
2374,framesdb/images,frame_9ta1irr6he5sha8a.jpg,"[450, 300]","[330, 47, 434, 214]","[59, 23, 87, 60]","['Anticipation', 'Happiness']","[8, 8, 8]",Male,Adult
2375,framesdb/images,frame_9ta1irr6he5sha8a.jpg,"[450, 300]","[123, 111, 240, 272]","[56, 20, 86, 57]","['Happiness', 'Pleasure']","[8, 6, 7]",Female,Adult
2376,framesdb/images,frame_9ta1irr6he5sha8a.jpg,"[450, 300]","[182, 84, 308, 276]","[0, 46, 27, 84]","['Excitement', 'Happiness', 'Pleasure']","[6, 6, 5]",Male,Adult
2377,mscoco/images,COCO_train2014_000000518941.jpg,"[427, 640]","[11, 24, 310, 337]","[144, 33, 230, 153]","['Excitement', 'Happiness']","[10, 8, 6]",Male,Kid
2378,mscoco/images,COCO_train2014_000000543881.jpg,"[640, 429]","[122, 14, 396, 368]","[103, 32, 138, 77]","['Engagement', 'Fear']","[5, 8, 6]",Male,Adult
2379,framesdb/images,frame_6prj6cpw6s209mfq.jpg,"[1300, 867]","[716, 166, 936, 752]","[33, 57, 75, 108]","['Anticipation', 'Esteem', 'Happiness']","[6, 3, 4]",Female,Adult
2380,framesdb/images,frame_jhexsb134adwrcxl.jpg,"[800, 534]","[451, 314, 518, 490]","[27, 10, 56, 42]","['Engagement', 'Peace']","[6, 5, 6]",Male,Teenager
2381,mscoco/images,COCO_train2014_000000130949.jpg,"[640, 480]","[418, 113, 584, 423]","[48, 27, 91, 81]","['Confidence', 'Engagement']","[5, 9, 6]",Male,Adult
2382,mscoco/images,COCO_val2014_000000178446.jpg,"[640, 480]","[184, 58, 518, 474]","[94, 47, 210, 190]",['Pleasure'],"[7, 4, 7]",Female,Kid
2383,mscoco/images,COCO_val2014_000000178446.jpg,"[640, 480]","[473, 96, 619, 460]","[36, 21, 72, 76]",['Disconnection'],"[7, 6, 7]",Female,Teenager
2384,mscoco/images,COCO_train2014_000000500390.jpg,"[640, 470]","[85, 27, 288, 391]","[54, 17, 90, 63]",['Engagement'],"[5, 10, 10]",Male,Teenager
2385,framesdb/images,frame_ez658bzcsg75igt4.jpg,"[3333, 1536]","[2180, 60, 2879, 1535]","[220, 79, 334, 235]",['Engagement'],"[6, 6, 6]",Male,Adult
2386,framesdb/images,frame_ez658bzcsg75igt4.jpg,"[3333, 1536]","[626, 310, 1467, 1508]","[770, 34, 859, 173]",['Engagement'],"[6, 6, 5]",Male,Adult
2387,framesdb/images,frame_ez658bzcsg75igt4.jpg,"[3333, 1536]","[3115, 556, 3332, 1168]","[97, 48, 151, 116]",['Engagement'],"[6, 7, 6]",Male,Adult
2388,framesdb/images,frame_ez658bzcsg75igt4.jpg,"[3333, 1536]","[1263, 267, 1608, 1508]","[128, 78, 238, 221]","['Confidence', 'Engagement']","[5, 3, 4]",Male,Adult
2389,framesdb/images,frame_ez658bzcsg75igt4.jpg,"[3333, 1536]","[1772, 441, 2563, 1535]","[316, 28, 416, 170]","['Engagement', 'Excitement']","[5, 3, 4]",Male,Adult
2390,mscoco/images,COCO_val2014_000000168334.jpg,"[500, 334]","[146, 11, 409, 328]","[48, 44, 86, 94]","['Anticipation', 'Engagement']","[6, 10, 10]",Male,Adult
2391,framesdb/images,frame_1qmwe8wtfn51j64t.jpg,"[2000, 1134]","[644, 357, 823, 830]","[61, 21, 102, 71]","['Engagement', 'Happiness']","[5, 2, 7]",Male,Adult
2392,framesdb/images,frame_1qmwe8wtfn51j64t.jpg,"[2000, 1134]","[416, 400, 548, 923]","[89, 25, 132, 78]",['Engagement'],"[5, 7, 7]",Male,Adult
2393,framesdb/images,frame_1qmwe8wtfn51j64t.jpg,"[2000, 1134]","[1899, 211, 1999, 822]","[19, 86, 71, 148]",['Engagement'],"[6, 7, 3]",Male,Adult
2394,mscoco/images,COCO_train2014_000000449369.jpg,"[640, 457]","[330, 82, 533, 402]","[112, 32, 153, 78]","['Confidence', 'Engagement']","[6, 7, 7]",Male,Adult
2395,mscoco/images,COCO_val2014_000000525106.jpg,"[640, 477]","[267, 41, 417, 452]","[37, 24, 72, 69]","['Engagement', 'Esteem', 'Sympathy']","[6, 7, 9]",Male,Adult
2396,emodb_small/images,dffd0x4aalsu45395f.jpg,"[453, 680]","[237, 21, 453, 451]","[60, 65, 157, 197]","['Fatigue', 'Fear', 'Sadness', 'Suffering']","[1, 5, 2]",Male,Adult
2397,emodb_small/images,18ps8yj7gmicg4agdh.jpg,"[409, 615]","[1, 1, 168, 209]","[12, 0, 137, 138]",['Affection'],"[7, 4, 7]",Male,Kid
2398,emodb_small/images,18ps8yj7gmicg4agdh.jpg,"[409, 615]","[173, 25, 409, 408]","[50, 83, 161, 247]","['Affection', 'Embarrassment', 'Peace']","[7, 4, 4]",Male,Kid
2399,emodb_small/images,18ps8yj7gmicg4agdh.jpg,"[409, 615]","[3, 40, 409, 408]","[212, 71, 324, 232]","['Affection', 'Esteem', 'Happiness', 'Pleasure']","[7, 6, 5]",Female,Adult
2400,framesdb/images,frame_hc0di4ca1h16vsmg.jpg,"[1300, 957]","[859, 35, 1299, 890]","[132, 118, 241, 307]",['Engagement'],"[8, 7, 7]",Female,Adult
2401,framesdb/images,frame_hc0di4ca1h16vsmg.jpg,"[1300, 957]","[1, 143, 368, 923]","[52, 63, 199, 258]",['Engagement'],"[7, 4, 7]",Female,Adult
2402,mscoco/images,COCO_val2014_000000476894.jpg,"[640, 640]","[363, 163, 525, 579]","[57, 14, 92, 58]","['Confidence', 'Happiness']","[7, 6, 9]",Male,Adult
2403,mscoco/images,COCO_val2014_000000476894.jpg,"[640, 640]","[77, 149, 197, 497]","[72, 17, 100, 50]","['Confidence', 'Happiness']","[6, 4, 6]",Male,Adult
2404,mscoco/images,COCO_val2014_000000259216.jpg,"[640, 482]","[256, 108, 456, 475]","[78, 25, 117, 75]","['Confidence', 'Engagement', 'Sympathy']","[4, 4, 7]",Female,Adult
2405,mscoco/images,COCO_train2014_000000515581.jpg,"[640, 425]","[262, 74, 588, 418]","[76, 22, 186, 168]","['Excitement', 'Happiness', 'Pleasure']","[9, 7, 8]",Female,Adult
2406,mscoco/images,COCO_train2014_000000461517.jpg,"[640, 426]","[131, 42, 294, 399]","[37, 7, 71, 53]","['Anticipation', 'Engagement', 'Excitement']","[6, 7, 7]",Male,Adult
2407,framesdb/images,frame_8aegxp5vz4ia4trm.jpg,"[595, 396]","[1, 53, 126, 395]","[21, 33, 60, 78]","['Confidence', 'Engagement']","[5, 3, 3]",Male,Adult
2408,framesdb/images,frame_8aegxp5vz4ia4trm.jpg,"[595, 396]","[396, 51, 533, 395]","[38, 22, 80, 77]","['Confidence', 'Esteem', 'Happiness']","[7, 5, 6]",Male,Adult
2409,framesdb/images,frame_8aegxp5vz4ia4trm.jpg,"[595, 396]","[199, 42, 396, 353]","[83, 44, 124, 92]","['Anticipation', 'Doubt/Confusion', 'Engagement']","[5, 2, 8]",Male,Adult
2410,framesdb/images,frame_8aegxp5vz4ia4trm.jpg,"[595, 396]","[110, 103, 240, 383]","[36, 17, 77, 66]","['Confidence', 'Engagement']","[7, 4, 8]",Male,Adult
2411,mscoco/images,COCO_train2014_000000477836.jpg,"[640, 427]","[126, 48, 339, 419]","[92, 37, 167, 139]",['Happiness'],"[7, 4, 6]",Male,Adult
2412,framesdb/images,frame_ft1d0679y9rfsc1w.jpg,"[1500, 1000]","[301, 106, 567, 977]","[141, 7, 213, 101]",['Engagement'],"[6, 7, 7]",Male,Adult
2413,framesdb/images,frame_k0l3cniz9evme1pw.jpg,"[2300, 1552]","[445, 1, 2222, 1460]","[624, 619, 1026, 896]",['Engagement'],"[3, 3, 2]",Female,Kid
2414,framesdb/images,frame_jwtq2lw5hy2n66gm.jpg,"[620, 800]","[93, 173, 558, 665]","[168, 77, 273, 209]",['Engagement'],"[7, 7, 7]",Female,Kid
2415,framesdb/images,frame_2pyy2ut2342fuebk.jpg,"[1600, 1200]","[353, 34, 699, 877]","[118, 54, 226, 198]","['Anticipation', 'Doubt/Confusion', 'Excitement', 'Sympathy', 'Yearning']","[7, 2, 8]",Female,Adult
2416,mscoco/images,COCO_train2014_000000244291.jpg,"[640, 480]","[195, 126, 354, 445]","[124, 11, 153, 45]","['Disconnection', 'Esteem']","[6, 7, 6]",Male,Adult
2417,framesdb/images,frame_3jva3md7s1m0ylmd.jpg,"[1300, 1011]","[541, 111, 1240, 996]","[264, 41, 395, 237]",['Engagement'],"[4, 5, 6]",Male,Adult
2418,mscoco/images,COCO_train2014_000000086065.jpg,"[640, 386]","[319, 47, 460, 311]","[45, 28, 101, 105]",['Disconnection'],"[5, 4, 6]",Male,Adult
2419,mscoco/images,COCO_train2014_000000086065.jpg,"[640, 386]","[326, 114, 632, 385]","[61, 91, 139, 202]",['Disconnection'],"[6, 5, 6]",Female,Adult
2420,mscoco/images,COCO_train2014_000000086065.jpg,"[640, 386]","[34, 56, 229, 284]","[52, 31, 100, 90]",['Engagement'],"[5, 4, 7]",Male,Adult
2421,mscoco/images,COCO_train2014_000000307652.jpg,"[640, 424]","[174, 152, 311, 418]","[61, 9, 83, 41]",['Anticipation'],"[6, 7, 6]",Female,Adult
2422,mscoco/images,COCO_train2014_000000245683.jpg,"[640, 523]","[130, 187, 393, 516]","[73, 30, 123, 87]",['Yearning'],"[5, 5, 7]",Male,Adult
2423,mscoco/images,COCO_train2014_000000023949.jpg,"[596, 440]","[113, 246, 234, 418]","[44, 8, 66, 36]",['Happiness'],"[6, 4, 3]",Female,Adult
2424,mscoco/images,COCO_train2014_000000248467.jpg,"[493, 640]","[191, 63, 371, 452]","[1, 29, 41, 83]",['Anticipation'],"[5, 7, 7]",Male,Kid
2425,mscoco/images,COCO_train2014_000000525714.jpg,"[640, 480]","[105, 113, 283, 479]","[34, 21, 71, 69]","['Anticipation', 'Confidence', 'Engagement', 'Excitement', 'Happiness', 'Pleasure']","[7, 8, 6]",Male,Adult
2426,mscoco/images,COCO_train2014_000000502884.jpg,"[640, 426]","[148, 122, 441, 425]","[89, 2, 179, 110]","['Anticipation', 'Confidence', 'Engagement', 'Excitement', 'Happiness', 'Peace']","[8, 3, 7]",Female,Adult
2427,mscoco/images,COCO_train2014_000000336289.jpg,"[431, 640]","[261, 55, 360, 385]","[26, 15, 56, 49]","['Disconnection', 'Engagement']","[8, 3, 7]",Male,Adult
2428,mscoco/images,COCO_train2014_000000053169.jpg,"[640, 480]","[322, 70, 446, 437]","[47, 24, 76, 73]",['Engagement'],"[3, 4, 3]",Male,Kid
2429,mscoco/images,COCO_train2014_000000053169.jpg,"[640, 480]","[129, 81, 361, 434]","[123, 20, 164, 79]",['Yearning'],"[6, 5, 8]",Male,Adult
2430,mscoco/images,COCO_train2014_000000184315.jpg,"[640, 427]","[202, 61, 411, 381]","[112, 29, 145, 68]",['Anticipation'],"[7, 5, 6]",Female,Adult
2431,mscoco/images,COCO_val2014_000000253770.jpg,"[640, 480]","[133, 88, 376, 473]","[101, 9, 158, 87]","['Anticipation', 'Confidence', 'Engagement', 'Happiness']","[6, 6, 6]",Male,Adult
2432,mscoco/images,COCO_val2014_000000253770.jpg,"[640, 480]","[251, 55, 517, 470]","[118, 33, 167, 100]","['Anticipation', 'Engagement', 'Happiness']","[6, 4, 6]",Male,Teenager
2433,framesdb/images,frame_ccbqltreum9mn76w.jpg,"[960, 540]","[33, 16, 369, 531]","[247, 22, 307, 117]","['Confidence', 'Engagement']","[5, 4, 7]",Female,Adult
2434,framesdb/images,frame_ccbqltreum9mn76w.jpg,"[960, 540]","[252, 104, 397, 434]","[57, 67, 115, 141]",['Happiness'],"[6, 8, 7]",Female,Adult
2435,framesdb/images,frame_ccbqltreum9mn76w.jpg,"[960, 540]","[648, 134, 954, 534]","[108, 60, 180, 186]","['Affection', 'Engagement', 'Happiness']","[5, 2, 9]",Male,Adult
